csvid,name,vanilla,base_sell_price,implemented_in_shandalar
12889,"Bane Alley Broker",,100,
12890,"Basilica Guards",,52,shandalar
12891,"Basilica Screecher",,50,shandalar
12892,"Biomass Mutation",,960,shandalar
12893,"Bioshift",,80,
12894,"Biovisionary",,224,shandalar
12895,"Blind Obedience",,300,shandalar
12896,"Bomber Corps",,50,shandalar
12897,"Borborygmos Enraged",,896,
12898,"Boros Charm",,100,
12899,"Boros Elite",,100,shandalar
12900,"Boros Guildgate",,40,shandalar
12901,"Boros Keyrune",,100,
12902,"Boros Reckoner",,268,
12903,"Burning-Tree Emissary",,100,shandalar
12904,"Burst of Strength",,80,shandalar
12905,"Call of the Nightwing",,100,
12906,"Cartel Aristocrat",,100,shandalar
12907,"Clan Defiance",,320,
12908,"Clinging Anemones",,42,shandalar
12909,"Cloudfin Raptor",,45,shandalar
12910,"Coerced Confession",,100,
12911,"Consuming Aberration",,200,shandalar
12912,"Corpse Blockade",,52,shandalar
12913,"Court Street Denizen",,46,shandalar
12914,"Crackling Perimeter",,100,shandalar
12915,"Crocanura",,45,shandalar
12916,"Crowned Ceratok",,100,shandalar
12917,"Crypt Ghast",,200,shandalar
12918,"Daring Skyjek",,60,shandalar
12919,"Deathcult Rogue",,46,shandalar
12920,"Deathpact Angel",,544,shandalar
12921,"Death's Approach",,50,shandalar
12922,"Debtor's Pulpit",,100,
12923,"Devour Flesh",,120,shandalar
12924,"Diluvian Primordial",,240,
12925,"Dimir Charm",,100,
12926,"Dimir Guildgate",,40,shandalar
12927,"Dimir Keyrune",,100,
12928,"Dinrova Horror",,100,shandalar
12929,"Disciple of the Old Ways",,62,shandalar
12930,"Domri Rade",,1600,
12932,"Drakewing Krasis",vanilla,45,shandalar
12933,"Duskmantle Guildmage",,100,
12934,"Duskmantle Seer",,584,
12935,"Dutiful Thrull",,90,shandalar
12936,"Dying Wish",,100,
12937,"Elusive Krasis",,100,shandalar
12938,"Enter the Infinite",,2080,shandalar
12940,"Experiment One",,100,shandalar
12941,"Fathom Mage",,200,
12942,"Firefist Striker",,100,shandalar
12943,"Firemane Avenger",,216,shandalar
12944,"Five-Alarm Fire",,800,
12945,"Forced Adaptation",,50,shandalar
12946,"Fortress Cyclops",,100,shandalar
12947,"Foundry Champion",,1884,shandalar
12948,"Foundry Street Denizen",,60,shandalar
12949,"Frilled Oculus",,540,shandalar
12950,"Frontline Medic",,268,
12951,"Furious Resistance",,80,shandalar
12952,"Gateway Shade",,100,
12953,"Ghor-Clan Rampager",,100,
12954,"Giant Adephage",,1120,shandalar
12955,"Gideon, Champion of Justice",,2000,
12957,"Gift of Orzhova",,100,shandalar
12958,"Glaring Spotlight",,332,
12959,"Greenside Watcher",,50,shandalar
12960,"Gridlock",,100,shandalar
12961,"Grisly Spectacle",,200,shandalar
12962,"Ground Assault",,100,shandalar
12963,"Gruul Charm",,100,
12964,"Gruul Guildgate",,40,shandalar
12965,"Gruul Keyrune",,100,
12966,"Gruul Ragebeast",,300,
12967,"Guardian of the Gateless",,100,
12968,"Guildscorn Ward",,50,
12969,"Gutter Skulk",vanilla,41,shandalar
12970,"Gyre Sage",,200,shandalar
12971,"Hands of Binding",,60,
12972,"Hellkite Tyrant",,920,shandalar
12973,"Hellraiser Goblin",,100,
12974,"High Priest of Penance",,200,shandalar
12975,"Hindervines",,100,shandalar
12976,"Hold the Gates",,100,shandalar
12977,"Holy Mantle",,100,shandalar
12978,"Homing Lightning",,100,shandalar
12979,"Horror of the Dim",,52,shandalar
12980,"Hydroform",,120,
12981,"Illness in the Ranks",,100,shandalar
12983,"Immortal Servitude",,400,shandalar
12984,"Incursion Specialist",,100,
12985,"Ivy Lane Denizen",,45,shandalar
12986,"Keymaster Rogue",,45,shandalar
12987,"Killing Glare",,100,
12988,"Kingpin's Pet",,46,shandalar
12989,"Knight of Obligation",,100,shandalar
12990,"Knight Watch",,120,shandalar
12991,"Last Thoughts",,100,
12992,"Lazav, Dimir Mastermind",,432,
12993,"Legion Loyalist",,240,
12994,"Leyline Phantom",,80,
12995,"Lord of the Void",,744,
12996,"Luminate Primordial",,260,shandalar
12997,"Madcap Skills",,75,
12998,"Mark for Death",,100,
12999,"Martial Glory",,120,
13000,"Massive Raid",,160,shandalar
13001,"Master Biomancer",,416,
13002,"Mental Vapors",,100,
13003,"Merciless Eviction",,560,
13004,"Merfolk of the Depths",vanilla,100,shandalar
13005,"Metropolis Sprite",,150,shandalar
13006,"Midnight Recovery",,100,
13007,"Millennial Gargoyle",vanilla,25,shandalar
13008,"Miming Slime",,100,shandalar
13009,"Mind Grind",,320,
13010,"Mindeye Drake",,100,shandalar
13011,"Molten Primordial",,236,shandalar
13012,"Mortus Strider",,30,shandalar
13013,"Mugging",,40,shandalar
13014,"Murder Investigation",,100,
13015,"Mystic Genesis",,960,shandalar
13016,"Nav Squad Commandos",,540,shandalar
13017,"Nightveil Specter",,224,
13018,"Nimbus Swimmer",,100,shandalar
13019,"Obzedat, Ghost Council",,640,
13020,"Ogre Slumlord",,200,
13021,"One Thousand Lashes",,100,
13022,"Ooze Flux",,1000,
13023,"Ordruun Veteran",,100,shandalar
13024,"Orzhov Charm",,100,
13025,"Orzhov Guildgate",,40,shandalar
13026,"Orzhov Keyrune",,100,
13027,"Paranoid Delusions",,60,
13028,"Pit Fight",,120,
13029,"Predator's Rapport",,160,shandalar
13030,"Primal Visitation",,150,shandalar
13031,"Prime Speaker Zegana",,200,shandalar
13032,"Psychic Strike",,160,shandalar
13033,"Purge the Profane",,100,shandalar
13034,"Rapid Hybridization",,100,shandalar
13035,"Razortip Whip",,62,shandalar
13036,"Realmwright",,240,
13037,"Riot Gear",,62,shandalar
13038,"Ripscale Predator",,100,
13039,"Rubblebelt Raiders",,2592,shandalar
13040,"Rubblehulk",,200,
13041,"Ruination Wurm",vanilla,64,shandalar
13042,"Rust Scarab",,100,
13043,"Sage's Row Denizen",,56,shandalar
13044,"Sapphire Drake",,100,shandalar
13045,"Scab-Clan Charger",,52,
13046,"Scatter Arc",,200,shandalar
13047,"Scorchwalker",,48,
13048,"Sepulchral Primordial",,208,shandalar
13049,"Serene Remembrance",,100,
13050,"Shadow Alley Denizen",,60,shandalar
13051,"Shadow Slice",,120,
13052,"Shambleshark",,50,shandalar
13053,"Shattering Blow",,120,shandalar
13054,"Shielded Passage",,80,shandalar
13055,"Signal the Clans",,480,
13056,"Simic Charm",,100,
13057,"Simic Fluxmage",,100,
13058,"Simic Guildgate",,40,shandalar
13059,"Simic Keyrune",,100,
13060,"Simic Manipulator",,200,
13061,"Skarrg Goliath",,720,
13062,"Skarrg Guildmage",,100,
13063,"Skinbrand Goblin",,50,
13064,"Skullcrack",,100,
13065,"Skyblinder Staff",,83,shandalar
13066,"Skygames",,150,
13067,"Slate Street Ruffian",,46,
13068,"Slaughterhorn",,56,
13069,"Smog Elemental",,100,shandalar
13071,"Spark Trooper",,324,shandalar
13072,"Spell Rupture",,120,shandalar
13073,"Spire Tracer",,60,shandalar
13074,"Stolen Identity",,560,
13075,"Structural Collapse",,140,
13076,"Sunhome Guildmage",,100,
13077,"Sylvan Primordial",,368,
13078,"Syndic of Tithes",,62,shandalar
13079,"Syndicate Enforcer",,45,shandalar
13080,"Thespian's Stage",,200,
13081,"Thrull Parasite",,100,
13082,"Tin Street Market",,300,
13083,"Totally Lost",,240,shandalar
13084,"Tower Defense",,100,shandalar
13085,"Towering Thunderfist",,61,shandalar
13086,"Treasury Thrull",,208,shandalar
13087,"Truefire Paladin",,100,shandalar
13088,"Undercity Informer",,100,
13089,"Undercity Plague",,560,
13090,"Unexpected Results",,400,
13091,"Urban Evolution",,100,
13092,"Urbis Protector",,100,shandalar
13093,"Verdant Haven",,100,shandalar
13094,"Viashino Shanktail",,100,
13095,"Vizkopa Confessor",,100,
13096,"Vizkopa Guildmage",,100,
13097,"Voidwalk",,100,
13098,"Warmind Infantry",,506,shandalar
13099,"Wasteland Viper",,100,
13100,"Way of the Thief",,125,shandalar
13101,"Whispering Madness",,400,
13102,"Wight of Precinct Six",,100,shandalar
13103,"Wildwood Rebirth",,120,shandalar
13104,"Wojek Halberdiers",,75,shandalar
13105,"Wrecking Ogre",,200,
13106,"Zameck Guildmage",,100,
13107,"Zarichi Tiger",,45,shandalar
13108,"Zhur-Taa Swine",,70,
13109,"Advent of the Wurm",,800,shandalar
13110,"Ætherling",,240,
13111,"Alive // Well",,100,
13112,"Armed // Dangerous",,100,
13113,"Armored Wolf-Rider",vanilla,52,shandalar
13114,"Ascended Lawmage",vanilla,100,shandalar
13115,"Far // Away",,100,
13116,"Awe for the Guilds",,80,
13117,"Azorius Cluestone",,50,
13118,"Bane Alley Blackguard",vanilla,40,shandalar
13119,"Battering Krasis",,56,shandalar
13120,"Beck // Call",,240,
13121,"Beetleform Mage",,46,
13122,"Blast of Genius",,100,
13123,"Blaze Commando",,100,
13124,"Flesh // Blood",,480,
13125,"Blood Baron of Vizkopa",,488,shandalar
13126,"Blood Scrivener",,200,
13128,"Boros Cluestone",,50,
13129,"Boros Mastiff",,62,shandalar
13130,"Breaking // Entering",,240,
13131,"Bred for the Hunt",,100,
13132,"Bronzebeak Moa",,100,shandalar
13133,"Turn // Burn",,100,
13134,"Carnage Gladiator",,100,
13135,"Catch // Release",,320,
13136,"Clear a Path",,40,shandalar
13137,"Council of the Absolute",,416,
13138,"Crypt Incursion",,160,shandalar
13139,"Deadbridge Chant",,1400,shandalar
13140,"Debt to the Deathless",,100,shandalar
13141,"Deputy of Acquittals",,62,shandalar
13142,"Dimir Cluestone",,50,
13143,"Down // Dirty",,100,
13144,"Dragonshift",,640,
13145,"Drown in Filth",,60,shandalar
13146,"Emmara Tandris",,300,shandalar
13147,"Exava, Rakdos Blood Witch",,324,
13148,"Fatal Fumes",,200,shandalar
13149,"Fluxcharger",,100,
13150,"Gaze of Granite",,400,shandalar
13151,"Give // Take",,100,
13152,"Gleam of Battle",,100,
13153,"Goblin Test Pilot",,100,
13154,"Golgari Cluestone",,50,
13155,"Gruul Cluestone",,50,
13156,"Gruul War Chant",,100,
13157,"Haazda Snare Squad",,52,
13158,"Haunter of Nightveil",,100,shandalar
13159,"Hidden Strings",,60,
13160,"Hired Torturer",,56,shandalar
13161,"Izzet Cluestone",,50,
13162,"Jelenn Sphinx",,100,shandalar
13163,"Korozda Gorgon",,100,
13164,"Krasis Incubation",,100,
13165,"Kraul Warrior",,561,shandalar
13166,"Lavinia of the Tenth",,244,
13167,"Legion's Initiative",,1200,
13168,"Profit // Loss",,100,
13169,"Lyev Decree",,60,
13170,"Master of Cruelties",,416,
13171,"Maw of the Obzedat",,100,
13172,"Maze Abomination",,60,shandalar
13173,"Maze Behemoth",,90,shandalar
13174,"Maze Glider",,51,shandalar
13175,"Maze Rusher",,57,shandalar
13176,"Maze Sentinel",,57,shandalar
13177,"Maze's End",,320,
13178,"Melek, Izzet Paragon",,200,
13179,"Mending Touch",,80,shandalar
13180,"Mindstatic",,200,shandalar
13181,"Mirko Vosk, Mind Drinker",,200,
13182,"Morgue Burst",,140,
13183,"Murmuring Phantasm",vanilla,40,shandalar
13184,"Mutant's Prey",,80,
13185,"Nivix Cyclops",,52,shandalar
13186,"Notion Thief",,200,
13187,"Obzedat's Aid",,480,shandalar
13188,"Opal Lake Gatekeepers",,52,
13189,"Orzhov Cluestone",,50,
13190,"Phytoburst",,60,shandalar
13191,"Pilfered Plans",,80,shandalar
13192,"Plasm Capture",,800,
13193,"Pontiff of Blight",,212,
13194,"Possibility Storm",,600,
13195,"Progenitor Mimic",,200,
13196,"Protect // Serve",,100,
13197,"Punish the Enemy",,240,
13198,"Pyrewild Shaman",,200,
13199,"Rakdos Cluestone",,50,
13200,"Rakdos Drake",,37,
13201,"Ral Zarek",,2000,
13202,"Ready // Willing",,640,
13203,"Reap Intellect",,960,
13204,"Render Silent",,640,
13205,"Renegade Krasis",,224,shandalar
13206,"Renounce the Guilds",,480,
13208,"Riot Control",,160,shandalar
13209,"Riot Piker",,75,shandalar
13210,"Rot Farm Skeleton",,100,
13211,"Rubblebelt Maaka",,54,
13212,"Runner's Bane",,75,shandalar
13213,"Ruric Thar, the Unbowed",,344,shandalar
13214,"Saruli Gatekeepers",,52,shandalar
13215,"Savageborn Hydra",,200,shandalar
13216,"Scab-Clan Giant",,100,
13217,"Scion of Vitu-Ghazi",,244,
13218,"Selesnya Cluestone",,50,
13219,"Showstopper",,100,
13220,"Simic Cluestone",,50,
13221,"Sin Collector",,100,shandalar
13222,"Sinister Possession",,50,
13223,"Sire of Insanity",,268,shandalar
13224,"Skylasher",,248,
13225,"Smelt-Ward Gatekeepers",,52,shandalar
13226,"Species Gorger",,100,shandalar
13227,"Spike Jester",vanilla,100,shandalar
13228,"Steeple Roc",vanilla,30,shandalar
13229,"Sunspire Gatekeepers",,52,
13230,"Tajic, Blade of the Legion",,1344,shandalar
13231,"Wear // Tear",,100,
13232,"Teysa, Envoy of Ghosts",,200,shandalar
13233,"Thrashing Mossdog",,54,
13234,"Tithe Drinker",,50,shandalar
13235,"Toil // Trouble",,100,
13237,"Trostani's Summoner",,100,shandalar
13238,"Ubul Sar Gatekeepers",,52,
13239,"Uncovered Clues",,80,
13240,"Unflinching Courage",,100,shandalar
13241,"Varolz, the Scar-Striped",,280,
13242,"Viashino Firstblade",,46,
13243,"Voice of Resurgence",,496,shandalar
13244,"Vorel of the Hull Clade",,208,
13245,"Wake the Reflections",,40,
13246,"Warleader's Helix",,100,shandalar
13247,"Warped Physique",,100,shandalar
13248,"Weapon Surge",,80,
13249,"Woodlot Crawler",vanilla,100,shandalar
13250,"Zhur-Taa Ancient",,400,shandalar
13251,"Zhur-Taa Druid",,40,
13253,"Academy Raider",,30,
13254,"Accursed Spirit",vanilla,30,shandalar
13255,"Advocate of the Beast",,56,shandalar
13256,"Ajani's Chosen",,216,
13257,"Angelic Accord",,100,shandalar
13258,"Archangel of Thune",,416,shandalar
13259,"Artificer's Hex",,100,shandalar
13260,"Awaken the Ancient",,500,
13261,"Banisher Priest",,100,
13262,"Barrage of Expendables",,100,shandalar
13263,"Battle Sliver",,100,shandalar
13264,"Blightcaster",,100,shandalar
13265,"Blood Bairn",,420,shandalar
13266,"Blur Sliver",,46,shandalar
13267,"Bogbrew Witch",,200,shandalar
13268,"Bonescythe Sliver",,200,shandalar
13269,"Bubbling Cauldron",,100,shandalar
13270,"Burning Earth",,500,
13271,"Celestial Flare",,120,
13272,"Chandra, Pyromaster",,2000,
13273,"Charging Griffin",,37,shandalar
13274,"Colossal Whale",,360,
13275,"Corpse Hauler",,50,shandalar
13276,"Cyclops Tyrant",,45,shandalar
13277,"Dark Prophecy",,400,
13278,"Dawnstrike Paladin",vanilla,29,shandalar
13279,"Deathgaze Cockatrice",vanilla,25,shandalar
13280,"Devout Invocation",,1280,
13281,"Dismiss into Dream",,800,
13282,"Dragon Egg",,100,shandalar
13283,"Elite Arcanist",,200,
13284,"Elvish Mystic",,60,shandalar
13285,"Encroaching Wastes",,100,
13286,"Enlarge",,100,
13287,"Festering Newt",,60,shandalar
13288,"Fiendslayer Paladin",,280,
13289,"Fleshpulper Giant",,100,shandalar
13290,"Galerider Sliver",,240,shandalar
13291,"Garruk, Caller of Beasts",,2800,
13293,"Glimpse the Future",,100,
13294,"Gnawing Zombie",,100,shandalar
13295,"Goblin Diplomats",,200,
13296,"Grim Return",,640,
13297,"Groundshaker Sliver",,60,shandalar
13298,"Guardian of the Ages",,372,
13299,"Haunted Plate Mail",,200,
13300,"Hive Stirrings",,80,shandalar
13301,"Hunt the Weak",,100,
13302,"Illusionary Armor",,100,
13303,"Imposing Sovereign",,200,shandalar
13304,"Into the Wilds",,500,
13305,"Jace's Mindseeker",,208,
13306,"Kalonian Hydra",,200,shandalar
13307,"Kalonian Tusker",vanilla,100,shandalar
13308,"Lifebane Zombie",,200,shandalar
13309,"Liliana's Reaver",,252,shandalar
13310,"Liturgy of Blood",,120,shandalar
13311,"Manaweft Sliver",,100,
13312,"Marauding Maulhorn",,72,shandalar
13313,"Master of Diversion",,46,shandalar
13314,"Megantic Sliver",,200,shandalar
13315,"Messenger Drake",,45,shandalar
13316,"Mindsparker",,336,shandalar
13317,"Minotaur Abomination",vanilla,45,shandalar
13318,"Molten Birth",,100,shandalar
13319,"Oath of the Ancient Wood",,400,shandalar
13320,"Ogre Battledriver",,216,shandalar
13321,"Path of Bravery",,400,
13322,"Predatory Sliver",,40,shandalar
13323,"Primeval Bounty",,1400,shandalar
13324,"Pyromancer's Gauntlet",,200,
13325,"Regathan Firecat",vanilla,35,shandalar
13326,"Ring of Three Wishes",,280,
13327,"Rise of the Dark Realms",,1600,shandalar
13328,"Rumbling Baloth",vanilla,49,shandalar
13329,"Savage Summoning",,320,
13330,"Scourge of Valkas",,1464,shandalar
13331,"Seacoast Drake",vanilla,40,shandalar
13332,"Seismic Stomp",,140,shandalar
13333,"Sentinel Sliver",,62,shandalar
13334,"Seraph of the Sword",,216,shandalar
13335,"Shadowborn Apostle",,60,shandalar
13336,"Shadowborn Demon",,720,shandalar
13337,"Sliver Construct",vanilla,31,shandalar
13338,"Soulmender",,60,shandalar
13339,"Sporemound",,45,shandalar
13340,"Staff of the Death Magus",,100,shandalar
13341,"Staff of the Flame Magus",,100,shandalar
13342,"Staff of the Mind Magus",,100,shandalar
13343,"Staff of the Sun Magus",,100,shandalar
13344,"Staff of the Wild Magus",,100,shandalar
13345,"Steelform Sliver",,100,shandalar
13346,"Stonehorn Chanter",,100,shandalar
13347,"Striking Sliver",,60,shandalar
13349,"Syphon Sliver",,200,shandalar
13350,"Tenacious Dead",,100,shandalar
13351,"Thorncaster Sliver",,200,
13352,"Tidebinder Mage",,248,shandalar
13353,"Trained Condor",,37,shandalar
13354,"Undead Minotaur",vanilla,37,shandalar
13355,"Vampire Warlord",,100,shandalar
13356,"Vastwood Hydra",,200,shandalar
13357,"Vial of Poison",,100,shandalar
13358,"Voracious Wurm",,100,shandalar
13359,"Warden of Evos Isle",,100,
13360,"Windreader Sphinx",,448,
13361,"Witchstalker",,268,shandalar
13362,"Woodborn Behemoth",,100,shandalar
13363,"Xathrid Necromancer",,200,
13364,"Young Pyromancer",,100,shandalar
13365,"Zephyr Charge",,150,shandalar
13366,"Abhorrent Overlord",,300,shandalar
13367,"Agent of Horizons",,56,shandalar
13368,"Agent of the Fates",,224,shandalar
13369,"Akroan Crusader",,60,shandalar
13370,"Akroan Hoplite",,100,shandalar
13371,"Akroan Horse",,200,shandalar
13372,"Anax and Cymede",,336,shandalar
13373,"Anger of the Gods",,320,shandalar
13374,"Anthousa, Setessan Hero",,280,
13375,"Anvilwrought Raptor",vanilla,100,shandalar
13376,"Aqueous Form",,50,
13377,"Arbor Colossus",,3640,shandalar
13378,"Arena Athlete",,100,shandalar
13379,"Artisan of Forms",,200,
13380,"Artisan's Sorrow",,100,shandalar
13381,"Ashen Rider",,424,shandalar
13382,"Ashiok, Nightmare Weaver",,1600,
13383,"Asphodel Wanderer",,90,shandalar
13384,"Baleful Eidolon",,40,
13386,"Battlewise Hoplite",,100,shandalar
13387,"Battlewise Valor",,120,shandalar
13388,"Benthic Giant",vanilla,40,shandalar
13389,"Bident of Thassa",,200,
13390,"Blood-Toll Harpy",,37,shandalar
13391,"Boon of Erebos",,80,
13392,"Boon Satyr",,260,
13394,"Borderland Minotaur",vanilla,42,shandalar
13395,"Boulderfall",,360,shandalar
13396,"Bow of Nylea",,200,
13397,"Breaching Hippocamp",,45,shandalar
13398,"Bronze Sable",vanilla,33,shandalar
13399,"Burnished Hart",,100,shandalar
13400,"Cavalry Pegasus",,40,shandalar
13401,"Cavern Lampad",,37,
13403,"Celestial Archon",,364,
13405,"Centaur Battlemaster",,100,shandalar
13406,"Chained to the Rocks",,200,
13407,"Chosen by Heliod",,75,shandalar
13408,"Chronicler of Heroes",,100,shandalar
13409,"Coastline Chimera",,48,
13410,"Colossus of Akros",,5068,shandalar
13411,"Commune with the Gods",,60,
13412,"Coordinated Assault",,100,shandalar
13413,"Crackling Triton",,56,shandalar
13414,"Curse of the Swine",,240,
13415,"Cutthroat Maneuver",,100,shandalar
13416,"Dark Betrayal",,100,shandalar
13417,"Dauntless Onslaught",,100,shandalar
13418,"Daxos of Meletis",,200,
13419,"Deathbellow Raider",,112,shandalar
13420,"Decorated Griffin",,100,
13421,"Defend the Hearth",,120,shandalar
13422,"Destructive Revelry",,100,shandalar
13423,"Disciple of Phenax",,36,
13424,"Dissolve",,100,shandalar
13425,"Dragon Mantle",,100,
13426,"Elspeth, Sun's Champion",,2800,
13428,"Ember Swallower",,3024,shandalar
13429,"Ephara's Warden",,30,shandalar
13430,"Erebos, God of the Dead",,960,shandalar
13432,"Erebos's Emissary",,100,
13434,"Evangel of Heliod",,100,shandalar
13435,"Fabled Hero",,200,shandalar
13436,"Fade into Antiquity",,80,shandalar
13437,"Fanatic of Mogis",,100,shandalar
13438,"Fate Foretold",,75,
13439,"Favored Hoplite",,100,shandalar
13440,"Felhide Minotaur",vanilla,37,shandalar
13441,"Feral Invocation",,100,shandalar
13442,"Firedrinker Satyr",,900,shandalar
13443,"Flamecast Wheel",,100,shandalar
13444,"Flamespeaker Adept",,100,
13445,"Fleecemane Lion",,3240,shandalar
13446,"Fleetfeather Sandals",,62,shandalar
13447,"Fleshmad Steed",,62,
13448,"Gift of Immortality",,400,
13449,"Glare of Heresy",,100,shandalar
13450,"Gods Willing",,80,shandalar
13451,"Gray Merchant of Asphodel",,43,shandalar
13452,"Guardians of Meletis",vanilla,33,shandalar
13453,"Hammer of Purphoros",,200,shandalar
13454,"Heliod, God of the Sun",,864,shandalar
13456,"Heliod's Emissary",,100,
13458,"Hero's Downfall",,640,shandalar
13459,"Hopeful Eidolon",,60,
13461,"Horizon Chimera",,100,shandalar
13462,"Horizon Scholar",,100,shandalar
13463,"Hundred-Handed One",,2592,
13464,"Hunt the Hunter",,100,
13465,"Hythonia the Cruel",,4848,shandalar
13466,"Ill-Tempered Cyclops",,729,shandalar
13467,"Insatiable Harpy",vanilla,100,shandalar
13468,"Karametra's Acolyte",,100,shandalar
13469,"Keepsake Gorgon",,100,shandalar
13470,"Kragma Warcaller",,100,
13471,"Labyrinth Champion",,200,shandalar
13472,"Lagonna-Band Elder",,56,shandalar
13473,"Lash of the Whip",,240,shandalar
13474,"Leafcrown Dryad",,62,
13476,"Leonin Snarecaster",,50,shandalar
13477,"Lightning Strike",,120,shandalar
13478,"Loathsome Catoblepas",,38,
13479,"Lost in a Labyrinth",,80,shandalar
13480,"March of the Returned",,100,shandalar
13481,"Master of Waves",,240,shandalar
13482,"Medomai the Ageless",,416,shandalar
13483,"Meletis Charlatan",,224,
13484,"Messenger's Speed",,50,shandalar
13485,"Minotaur Skullcleaver",,46,shandalar
13486,"Mistcutter Hydra",,200,
13487,"Mogis's Marauder",,100,shandalar
13488,"Nemesis of Mortals",,100,
13489,"Nessian Asp",,630,shandalar
13490,"Nighthowler",,200,
13492,"Nimbus Naiad",,46,
13494,"Nykthos, Shrine to Nyx",,200,
13495,"Nylea, God of the Hunt",,968,shandalar
13497,"Nylea's Disciple",,54,shandalar
13498,"Nylea's Emissary",,100,
13500,"Nylea's Presence",,75,
13501,"Observant Alseid",,46,
13503,"Omenspeaker",,60,shandalar
13504,"Opaline Unicorn",,37,shandalar
13505,"Ordeal of Erebos",,100,
13506,"Ordeal of Heliod",,100,
13507,"Ordeal of Nylea",,100,
13509,"Ordeal of Thassa",,100,
13510,"Peak Eruption",,100,shandalar
13511,"Phalanx Leader",,100,shandalar
13512,"Pharika's Cure",,120,shandalar
13513,"Pharika's Mender",,100,shandalar
13514,"Pheres-Band Centaurs",vanilla,50,shandalar
13515,"Polis Crusher",,3960,
13516,"Polukranos, World Eater",,6912,
13517,"Portent of Betrayal",,100,shandalar
13518,"Prescient Chimera",,52,shandalar
13519,"Priest of Iroas",,60,shandalar
13520,"Prognostic Sphinx",,240,shandalar
13521,"Prophet of Kruphix",,200,
13522,"Prowler's Helm",,100,shandalar
13523,"Psychic Intrusion",,480,
13524,"Purphoros, God of the Forge",,864,shandalar
13526,"Purphoros's Emissary",,100,
13528,"Pyxis of Pandemonium",,332,
13529,"Rage of Purphoros",,120,shandalar
13530,"Rageblood Shaman",,336,shandalar
13531,"Ray of Dissolution",,160,shandalar
13532,"Read the Bones",,80,shandalar
13533,"Reaper of the Wilds",,336,
13534,"Rescue from the Underworld",,100,
13535,"Returned Centaur",,52,shandalar
13536,"Returned Phalanx",,90,shandalar
13537,"Reverent Hunter",,200,shandalar
13538,"Satyr Hedonist",,50,
13539,"Satyr Piper",,100,
13540,"Satyr Rambler",vanilla,50,shandalar
13541,"Scholar of Athreos",,52,shandalar
13542,"Scourgemark",,75,shandalar
13543,"Sea God's Revenge",,100,shandalar
13544,"Sealock Monster",,100,
13545,"Sedge Scorpion",vanilla,40,shandalar
13546,"Sentry of the Underworld",,100,shandalar
13547,"Setessan Battle Priest",,60,shandalar
13548,"Setessan Griffin",,337,shandalar
13549,"Shipbreaker Kraken",,3120,shandalar
13550,"Shipwreck Singer",,100,
13551,"Shredding Winds",,160,shandalar
13552,"Silent Artisan",vanilla,40,shandalar
13553,"Sip of Hemlock",,140,shandalar
13554,"Soldier of the Pantheon",,300,
13555,"Spark Jolt",,80,shandalar
13556,"Spear of Heliod",,200,shandalar
13557,"Spearpoint Oread",,70,
13559,"Spellheart Chimera",,100,shandalar
13560,"Staunch-Hearted Warrior",,37,shandalar
13561,"Steam Augury",,800,
13562,"Stoneshock Giant",,100,shandalar
13563,"Stormbreath Dragon",,4400,shandalar
13564,"Stymied Hopes",,120,shandalar
13565,"Swan Song",,320,shandalar
13566,"Sylvan Caryatid",,200,shandalar
13567,"Temple of Abandon",,200,shandalar
13568,"Temple of Deceit",,200,shandalar
13569,"Temple of Mystery",,200,shandalar
13570,"Temple of Silence",,200,shandalar
13571,"Temple of Triumph",,200,shandalar
13572,"Thassa, God of the Sea",,960,shandalar
13574,"Thassa's Bounty",,140,shandalar
13575,"Thassa's Emissary",,100,
13577,"Time to Feed",,80,
13578,"Titan of Eternal Fire",,308,
13579,"Titan's Strength",,80,shandalar
13580,"Tormented Hero",,100,shandalar
13581,"Traveling Philosopher",vanilla,41,shandalar
13582,"Triad of Fates",,216,
13583,"Triton Fortune Hunter",,100,shandalar
13584,"Triton Shorethief",vanilla,50,shandalar
13585,"Triton Tactics",,100,
13586,"Two-Headed Cerberus",vanilla,25,shandalar
13587,"Tymaret, the Murder King",,248,
13588,"Underworld Cerberus",,808,
13589,"Unknown Shores",,40,
13590,"Vanquish the Foul",,100,shandalar
13591,"Vaporkin",,50,shandalar
13592,"Viper's Kiss",,50,
13593,"Voyage's End",,120,shandalar
13594,"Voyaging Satyr",,50,shandalar
13595,"Vulpine Goliath",vanilla,77,shandalar
13596,"Warriors' Lesson",,100,
13597,"Wavecrash Triton",,52,shandalar
13598,"Whip of Erebos",,200,
13599,"Wild Celebrants",,60,shandalar
13600,"Wingsteed Rider",,46,shandalar
13601,"Witches' Eye",,100,
13602,"Xenagos, the Reveler",,2000,
13603,"Yoked Ox",vanilla,52,shandalar
13604,"Act of Authority",,400,shandalar
13605,"Angel of Finality",,252,shandalar
13606,"Baleful Force",,332,
13607,"Bane of Progress",,200,
13608,"Curse of Chaos",,100,
13609,"Curse of Inertia",,100,
13610,"Curse of Predation",,100,
13611,"Curse of Shallow Graves",,100,
13612,"Curse of the Forsaken",,100,
13613,"Darksteel Mutation",,100,
13614,"Derevi, Empyrial Tactician",,448,
13615,"Diviner Spirit",,100,shandalar
13616,"Djinn of Infinite Deceits",,212,
13617,"Eye of Doom",,200,
13618,"Fell Shepherd",,368,
13619,"From the Ashes",,400,
