ID;Full Name;CODED CARD;Name;Expansion;Color;Card Type;DB Card Type 2;Rarity;Req Colorless;Req Black;Req Blue;Req Green;Req Red;Req White;Num Pics;Mod Direct Fire;Mod Land Destructor;Mod Draw Cards;Mod Discard;Mod Gain Life;Mod Damage Prevention;Mod Recycler;Mod Counter Spell;Mod Control;Mod Combat Manipulator;Mod Enchantments;Mod Artifacts;Mod Creature;Mod Creature Generator;Mod Damage Opponent;Mod Library Manipulation;Mod Dummy 1;Mod Dummy 2;Mod Dummy 3;Mod Dummy 4;AI Inc Power;AI Inc Toughness;AI Power;AI Toughness;AI Base Value;Dependent Arifact;Dependent Creature;Dependent Wall;Sleighted Color;VS Black;VS Blue;VS Green;VS Red;VS White;For Black;For Blue;For Green;For Red;For White;Count as Black;Count as Blue;Count as Green;Count as Red;Count as White;VS Black Land;VS Blue Land;VS Green Land;VS Red Land;VS White Land;For Black Land;For Blue Land;For Green Land;For Red Land;For White Land;Count as Black Land;Count as Blue Land;Count as Green Land;Count as Red Land;Count as White Land;AI Flying;AI Banding;AI Trample;AI First Strike;AI Wall;AI Landhome;Exp Rarity;Power;Toughness;Num of DB Abilities;DBA1;DBA2;DBA3;DBA4;DBA5;DBA6;DBA7;DBA8;Mana Source Colors;Inflatable;Hack Color;Hack Mode;Enchant Type OWN;Enchant Type OPP;Subtype;Subtype 2;Type Text;Rules Text;Flavor Text;Damage Text;Effect Title Text;Effect Text;Legacy Title Text;Legacy Text
1001;Coral Eel;1;Coral Eel;40h;2;7;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;211;Creature — Eel;;Some fishers like to eat eels, and some eels like to eat fishers.;;;;;
1002;Cowardice;0;Cowardice;40h;2;2;11;2;3;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Enchantment;Whenever a creature becomes the target of a spell or ability, return that creature to its owner's hand.;"“Cowards die many times before their deaths; The valiant never taste of death but once.”\n—William Shakespeare, Julius Caesar";;;;;
1003;Creeping Mold;1;Creeping Mold;40h;5;6;9;4;2;0;0;2;0;0;3;0;1;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Sorcery;Destroy target artifact, enchantment, or land.;Mold crept over the walls and into every crevice until the gleaming white stone strained and burst.;;;;;
1004;Crossbow Infantry;1;Crossbow Infantry;40h;8;7;4;1;1;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;211;Creature — Soldier;|T: Crossbow Infantry deals 1 damage to target attacking or blocking creature.;“He can split a marshfly in two from halfway across the range.”\n—Onean sergeant;;;;;
1005;Curiosity;1;Curiosity;40h;2;2;6;4;0;0;1;0;0;0;2;0;0;1;0;0;0;0;0;0;0;1;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;44;211;Enchant Creature;Whenever enchanted creature deals damage to an opponent, you may draw a card.;“You know that secret? The one that wakes you up at night in a cold sweat? The one you think no one else in the world knows? Well, guess what.”;;;;;
1006;Daring Apprentice;1;Daring Apprentice;40h;2;7;3;2;1;0;2;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;201;211;Creature — Wizard;|T, Sacrifice Daring Apprentice: Counter target spell.;“I've seen my master do this a hundred times. How hard can it be?”;;;;;
1007;Dark Banishing;1;Dark Banishing;40h;1;3;0;1;2;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Instant;Destroy target |Snon-black creature. It can't be regenerated.;“Ha, banishment? Be merciful, say ‘death,' For exile hath more terror in his look, Much more than death.”\n—William Shakespeare, Romeo and Juliet;;;;;
1008;Death Pit Offering;1;Death Pit Offering;40h;1;2;0;2;2;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Enchantment;When Death Pit Offering comes into play, sacrifice all creatures you control.\nCreatures you control get +2/+2.;“Kill them all and feed them to the new recruits.”\n—Crovax, ascendant evincar;;;;;
1009;Death Pits of Rath;1;Death Pits of Rath;40h;1;2;0;2;3;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Enchantment;Whenever a creature is dealt damage, destroy it. It can't be regenerated.;“Neither could I forget what I had read of these pits—that the sudden extinction of life formed no part of their most horrible plan.”\n—Edgar Allan Poe, “The Pit and the Pendulum”;;;;;
1010;Deathgazer;1;Deathgazer;40h;1;7;0;4;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;2;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;2;2;1;18;0;0;0;0;0;0;0;0;0;0;0;0;0;87;211;Creature — Lizard;Whenever Deathgazer blocks or becomes blocked by a |Snon-black creature, destroy that creature at end of combat.;Your entire life passes before its eyes.;;Stoning Effect;Creatures blocked by or blocking Deathgazer are destroyed at end of combat.;;
1011;Deepwood Ghoul;1;Deepwood Ghoul;40h;1;7;0;1;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;2;1;1;17;0;0;0;0;0;0;0;0;0;0;0;0;0;83;211;Creature — Ghoul;Pay 2 life: Regenerate Deepwood Ghoul.;They feed on the living to stay undead.;;;;;
1012;Defense Grid;1;Defense Grid;40h;3;1;0;2;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Artifact;During each player's turn, each other player's spells cost |3 more to play.;“A good deal of tyranny goes by the name of protection.”\n—Crystal Eastman, “Equality or Protection”;;;;;
1013;Deflection;0;Deflection;40h;2;4;3;2;3;0;1;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Instant;Change the target of target spell with a single target.;The golden rule of revenge: Do unto others what they tried to do unto you.;;;;;
1014;Dehydration;1;Dehydration;40h;2;2;0;1;3;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;44;211;Enchant Creature;Enchanted creature doesn't untap during its controller's untap step.;“Cry to the sun and watch as even your tears forsake you.”\n—Acolyte of Marit Lage;;;;;
1015;Demolish;1;Demolish;40h;7;6;9;4;3;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Sorcery;Destroy target artifact or land.;“Pound the steel until it fits. Doesn't work? Bash to bits.”\n—Dwarven forging song;;;;;
1016;Demystify;1;Demystify;40h;8;3;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Instant;Destroy target enchantment.;;;;;;
1017;Diabolic Tutor;1;Diabolic Tutor;40h;1;6;0;4;2;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Sorcery;Search your library for a card and put that card into your hand. Then shuffle your library.;The best ideas often come from the worst minds.;;;;;
1018;Distorting Lens;1;Distorting Lens;40h;3;1;0;2;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Artifact;|T: Target permanent becomes the color of your choice until end of turn.;“The Eye altering alters all.”\n—William Blake, “The Mental Traveller”;;;;;
1019;Diving Griffin;1;Diving Griffin;40h;8;7;0;1;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0h;2;2;2;4;6;0;0;0;0;0;0;0;0;0;0;0;0;182;211;Creature — Griffin;Flying\nAttacking doesn't cause Diving Griffin to tap.;To outrace the griffin\n—Kipamu expression meaning “to do the impossible”;;;;;
1020;Dusk Imp;1;Dusk Imp;40h;1;7;0;1;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0h;2;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;98;211;Creature — Imp;Flying;It despises humans and squirrels and beasts and dwarves and cephalids... well, it despises just about everything.;;;;;
1021;Eastern Paladin;1;Eastern Paladin;40h;1;7;0;2;2;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105;211;Creature — Knight;|B|B, |T: Destroy target |Sgreen creature.;“There is no worse enemy. His passion for death doesn't just border on insanity, it wallows in it.”\n—Southern paladin;;;;;
1022;Elite Archers;1;Elite Archers;40h;8;7;4;2;5;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;211;Creature — Soldier;|T: Elite Archers deals 3 damage to target attacking or blocking creature.;They fletch their arrows with the feathers of angels.;;;;;
1023;Elite Javelineer;1;Elite Javelineer;40h;8;7;4;4;2;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;211;Creature — Soldier;Whenever Elite Javelineer blocks, it deals 1 damage to target attacking creature.;“Precision is frequently more valuable than force.”;;;;;
1024;Elvish Champion;1;Elvish Champion;40h;5;7;0;2;1;0;0;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;2;2;1;25;0;0;0;0;0;0;0;0;0;8;1;0;0;116;211;Creature — Lord;All Elves get +1/+1 and have |H2forestwalk.;“For what are leaves but countless blades\nTo fight a countless foe on high.”\n—Elvish hymn;;;;;
1025;Elvish Lyrist;1;Elvish Lyrist;40h;5;7;0;4;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;211;Creature — Elf;|G, |T, Sacrifice Elvish Lyrist: Destroy target enchantment.;Each pluck of the strings breaks the hold of the unnatural on the world.;;;;;
1026;Elvish Pioneer;1;Elvish Pioneer;40h;5;7;0;1;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;56;Creature — Elf Druid;When Elvish Pioneer comes into play, you may put a basic land card from your hand into play tapped.;“Destruction is the work of an afternoon. Creation is the work of a lifetime.”;;;;;
1027;Elvish Piper;1;Elvish Piper;40h;5;7;0;2;3;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;211;Creature — Elf;|G, |T: Put a creature card from your hand into play.;"""From Gaea grew the world, and the world was silent. From Gaea grew the world's elves, and the world was silent no more.""\n—Elvish teaching";;;;;
1028;Elvish Scrapper;1;Elvish Scrapper;40h;5;7;0;4;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;211;Creature — Elf;|G, |T, Sacrifice Elvish Scrapper: Destroy target artifact.;“The stories tell of a distant time when machines overran the forests, destroying everything that lived. That time will not come again.”;;;;;
1029;Emperor Crocodile;1;Emperor Crocodile;40h;5;7;0;2;3;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;212;211;Creature — Crocodile;When you control no other creatures, sacrifice Emperor Crocodile.;The king of Yavimaya's waters pays constant attention to his subjects... and thrives on their adulation.;;;;;
1030;Enrage;1;Enrage;40h;7;3;12;4;40;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Instant;Target creature gets +X/+0 until end of turn.;“You wouldn't like me when I'm angry.”;;PowerUp Effect;Target creature gains +|n/+0 until end of turn.;;
1031;Evacuation;1;Evacuation;40h;2;3;11;2;3;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Instant;Return all creatures to their owners' hands.;Which is more unsettling: the roar of battle or the silence that follows?;;;;;
1032;Execute;1;Execute;40h;1;3;6;4;2;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Instant;Destroy target |Swhite creature. It can't be regenerated.\nDraw a card.;“Any fool who would die for honor is better off dead.”\n—Cabal Patriarch;;;;;
1033;Fecundity;1;Fecundity;40h;5;2;6;4;2;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Enchantment;Whenever a creature is put into a graveyard from play, that creature's controller may draw a card.;Life is eternal. A lifetime is ephemeral.;;;;;
1034;Fertile Ground;1;Fertile Ground;40h;5;2;10;1;1;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;62;0;0;0;1;2;108;211;Enchant Land;Whenever enchanted land is tapped for mana, its controller adds one mana of any color to his or her mana pool.;“The love of nature... is a furious, burning, physical greed...”\n—Mary Webb, The House in Dormer Forest;;;;;
1035;Fighting Drake;1;Fighting Drake;40h;2;7;0;4;2;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0h;2;4;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;54;211;Creature — Drake;Flying.;Scholars in their ivory towers call them “sharks of the sky.” Scholars on the road don't call them at all.;;;;;
1036;Empty;0;Empty;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;;;;;;;;
1037;Fleeting Image;1;Fleeting Image;40h;2;7;11;2;2;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0h;2;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;213;211;Creature — Illusion;Flying\n|1|U: Return Fleeting Image to its owner's hand.;“Beware lest you lose the substance by grasping at the shadow.”\n—Aesop, Fables, trans. Jacobs;;;;;
1038;Fodder Cannon;1;Fodder Cannon;40h;3;1;4;4;4;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Artifact;|4, |T, Sacrifice a creature: Fodder Cannon deals 4 damage to target creature.;Step 1: Find your cousin.\nStep 2: Get your cousin in the cannon.\nStep 3: Find another cousin.;;;;;
1039;Foratog;1;Foratog;40h;5;7;0;1;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;1;2;0;0;0;0;0;0;0;0;0;0;1;8;3;0;0;14;211;Creature — Atog;|G, Sacrifice |Ha Forest: Foratog gets +2/+2 until end of turn.;Five hundred years to grow—barely a minute to eat.;;PowerUp Effect;Foratog gains +|n/+|n until end of turn.;;
1040;Fugitive Wizard;1;Fugitive Wizard;40h;2;7;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;201;211;Creature — Wizard;;The College of Lat-Nam is often forced to expel students whose experiments grow too risky or too cruel.;;;;;
1041;Furnace of Rath;0;Furnace of Rath;40h;7;2;0;2;1;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;Enchantment;If a source would deal damage to a creature or player, it deals double that damage to that creature or player instead.;;;;;;
1042;Fyndhorn Elder;1;Fyndhorn Elder;40h;5;7;10;4;2;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;1;1;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;67;211;Creature — Elf;|T: Add |G|G to your mana pool.;“It is useful to be able to speak to the trees. But it is truly wondrous to be able to listen to them.”;;;;;
1043;Gaea's Herald;0;Gaea's Herald;40h;5;7;0;2;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;211;Creature — Elf;Creature spells can't be countered.;The elves' battle cries cut paths through the Aether, guiding those who would stand in Gaea's defense.;;;;;
1044;Giant Cockroach;1;Giant Cockroach;40h;1;7;0;1;3;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;214;211;Creature — Insect;;Toren had stepped on a lot of bugs during his life, so he couldn't help feeling embarrassed when a bug stepped on him.;;;;;
1045;Glory Seeker;1;Glory Seeker;40h;8;7;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;211;Creature — Soldier;;The turning of the tide always begins with one soldier's decision to head back into the fray.;;;;;
1046;Gluttonous Zombie;1;Gluttonous Zombie;40h;1;7;0;4;4;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0h;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;210;211;Creature — Zombie;Fear (This creature can't be blocked except by artifact creatures and/or black creatures.);Greed and gluttony led him to death. Now they are his greatest assets.;;;;;
