Card#;Unknown;Card Name;Card ID;Card Type;Special Type;Color;Colored Cost;Colorless Cost;Unused;Power;Toughness;Unused;Code Reference;Abilities 1;Abilities 2;Abilities 3;Abilites 4;Type 1;Type 2;Type 3;Type 4;Unknown;When to Play;Edition;Unused;Rating
10425;0x00;Urza's Power Plant;543;0b00000001;0x08;0b00000001;0;0;0x00;0;0;0x00;0x0200ACFF;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00010000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;1
10426;0x00;Urza's Rage;5173;0b00010000;0xFF;0b00010000;1;2;0x00;0;0;0x00;0x02008A0E;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001111;0b00000000;0x00;0
10427;0x00;Urza's Tower;544;0b00000001;0x08;0b00000001;0;0;0x00;0;0;0x00;0x0200AD04;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00010000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;1
10428;0x00;Uthden Troll;261;0b00000010;0xFF;0b00010000;1;2;0x00;2;2;0x00;0x0200C163;0b00000000;0b00000010;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b11111000;0b00000000;0x00;2
10429;0x00;Utopia Mycon;9045;0b00000010;0xFF;0b00001000;1;0;0x00;0;2;0x00;0x02007460;0b00000000;0b00000000;0b00000000;0b00000000;0b00000011;0b00010000;0b00000000;0b00000000;0b00000000;0b11111000;0b00000000;0x00;0
10430;0x00;Utopia Sprawl;8310;0b00000100;0xFF;0b00001000;1;0;0x00;0;0;0x00;0x0200280C;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00010000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;1
10431;0x00;Utopia Tree;1200;0b00000010;0xFF;0b00001000;1;1;0x00;0;2;0x00;0x02008A13;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00010000;0b00000000;0b00000000;0b00000000;0b11111000;0b00000000;0x00;2
10432;0x00;Utter End;14420;0b00010000;0xFF;0b00100010;2;2;0x00;0;0;0x00;0x0200CF37;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001111;0b00000000;0x00;0
10433;0x00;Utvara Hellkite;12863;0b00000010;0xFF;0b00010000;2;6;0x00;6;6;0x00;0x02007659;0b00100000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
10434;0x00;Utvara Scalper;8311;0b00000010;0x03;0b00010000;1;1;0x00;1;2;0x00;0x020025C8;0b00100000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00001000;0b00000000;0x00;1
10435;0x00;Uyo, Silent Prophet;7419;0b00000010;0x0E;0b00000100;2;4;0x01;4;4;0x00;0x0200615A;0b00100000;0b00000000;0b00000000;0b00000000;0b00000011;0b00000000;0b00000000;0b00000000;0b00000000;0b11111000;0b00000000;0x00;0
10436;0x00;Vaevictis Asmadi;834;0b00000010;0x0E;0b00011010;6;2;0x00;7;7;0x00;0x0200AD90;0b00100000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b01001000;0b00000000;0x00;2
10437;0x00;Valakut Fireboar;11073;0b00000010;0xFF;0b00010000;1;4;0x00;1;7;0x00;0x0200B650;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
10438;0x00;Valakut, the Molten Pinnacle;10700;0b00000001;0xFF;0b00010000;0;0;0x00;0;0;0x00;0x020019BB;0b00000000;0b00000000;0b00000000;0b00000000;0b00000011;0b00010000;0b00000000;0b00000000;0b00000000;0b11110001;0b00000000;0x00;1
10439;0x00;Valeron Outlander;10221;0b00000010;0xFF;0b00101000;2;0;0x00;2;2;0x00;0x401000;0b00000000;0b00001000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
10440;0x00;Valley Dasher;14421;0b00000010;0xFF;0b00010000;1;1;0x00;2;2;0x00;0x0200424C;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000001;0b00000000;0x00;0
10441;0x00;Valley Rannet;10366;0b00000010;0xFF;0b00011000;2;4;0x04;6;3;0x00;0x0200BE43;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
10442;0x00;Valleymaker;9710;0b00000010;0xFF;0b00011000;1;5;0x01;5;5;0x01;0x02007ED8;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00010000;0b00000000;0b00000000;0b00000000;0b10001000;0b00000000;0x00;0
10443;0x00;Valor;6025;0b00000010;0xFF;0b00100000;1;3;0x02;2;2;0x00;0x401000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
10444;0x00;Valor Made Real;8312;0b00010000;0xFF;0b00100000;1;0;0x00;0;0;0x00;0x0200B4FC;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00010000;0b00000000;0b00000000;0b00000010;0b00000000;0x00;0
10445;0x00;Vampire;14970;0b00000010;0xFF;0b00000010;0;0;0x00;16384;16384;0x00;0x02001AB5;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
10446;0x00;Vampire Aristocrat;10479;0b00000010;0xFF;0b00000010;1;2;0x00;2;2;0x00;0x02003F54;0b00000000;0b00000000;0b00000000;0b00000000;0b00011001;0b00000000;0b00000000;0b00000000;0b00000000;0b01001000;0b00000000;0x00;0
10447;0x00;Vampire Bats;835;0b00000010;0xFF;0b00000010;1;0;0x00;0;1;0x00;0x0200C50F;0b00100000;0b00000000;0b00000000;0b00000000;0b00001001;0b00000000;0b00000000;0b00000000;0b00000000;0b01001000;0b00000000;0x00;1
10448;0x00;Vampire Hexmage;10701;0b00000010;0xFF;0b00000010;2;0;0x00;2;1;0x00;0x02001AF1;0b00000000;0b00000001;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b11111000;0b00000000;0x00;1
10449;0x00;Vampire Hounds;3580;0b00000010;0xFF;0b00000010;1;2;0x00;2;2;0x00;0x0200371B;0b00000000;0b00000000;0b00000000;0b00000000;0b00011001;0b00000000;0b00000000;0b00000000;0b00000000;0b01001000;0b00000000;0x00;1
10450;0x00;Vampire Interloper;12114;0b00000010;0xFF;0b00000010;1;1;0x00;2;1;0x00;0x02004AB7;0b00100000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;1
10451;0x00;Vampire Lacerator;10702;0b00000010;0xFF;0b00000010;1;0;0x00;2;2;0x00;0x02001AF6;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;2
10452;0x00;Vampire Nighthawk;10703;0b00000010;0xFF;0b00000010;2;1;0x00;2;3;0x00;0x02001AFB;0b00100000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;2
10453;0x00;Vampire Nocturnus;10480;0b00000010;0xFF;0b00000010;3;1;0x00;3;3;0x00;0x02001D53;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;3
10454;0x00;Vampire Outcasts;11863;0b00000010;0xFF;0b00000010;2;2;0x0D;2;2;0x01;0x02003E69;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;2
10455;0x00;Vampire Warlord;13355;0b00000010;0xFF;0b00000010;1;4;0x00;4;2;0x00;0x0200AB56;0b00000000;0b00000010;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b11111000;0b00000000;0x00;0
10456;0x00;Vampire's Bite;10704;0b00010000;0xFF;0b00000010;1;0;0x00;0;0;0x00;0x02001B00;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000100;0b00000000;0x00;0
10457;0x00;Vampiric Dragon;5746;0b00000010;0xFF;0b00010010;2;6;0x00;5;5;0x00;0x02008ECD;0b00100000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b11111000;0b00000000;0x00;0
10458;0x00;Vampiric Embrace;3937;0b00000100;0xFF;0b00000010;2;2;0x00;0;0;0x00;0x020039FA;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000010;0b00000000;0b00000000;0b01000001;0b00000000;0x00;1
10459;0x00;Vampiric Fury;12115;0b00010000;0xFF;0b00010000;1;1;0x00;0;0;0x00;0x02003EF0;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000100;0b00000000;0x00;3
10460;0x00;Vampiric Link;8872;0b00000100;0xFF;0b00000010;1;0;0x00;0;0;0x00;0x02002861;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001001;0b00000000;0x00;3
10461;0x00;Vampiric Sliver;8718;0b00000010;0xFF;0b00000010;1;3;0x00;3;3;0x00;0x02007154;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
10462;0x00;Vampiric Spirit;1180;0b00000010;0xFF;0b00000010;2;2;0x00;4;3;0x00;0x020096C5;0b00100000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;1
10463;0x00;Vampiric Tutor;1519;0b00010000;0xFF;0b00000010;1;0;0x00;0;0;0x00;0x020059A8;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001001;0b00000000;0x00;2
10464;0x00;Vandalblast;12864;0b00001000;0xFF;0b00010000;1;0;0x01;0;0;0x01;0x0200765E;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001001;0b00000000;0x00;0
10465;0x00;Vanguard of Brimaz;13827;0b00000010;0xFF;0b00100000;2;0;0x00;2;2;0x00;0x0200B763;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
10466;0x00;Vanguard's Shield;12500;0b01000000;0xFF;0b00000001;0;2;0x00;0;0;0x00;0x02005EC1;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00010000;0b00000000;0b00000000;0b00010001;0b00000000;0x00;0
10467;0x00;Vanish into Memory;8466;0b00010000;0xFF;0b00100100;2;2;0x00;0;0;0x00;0x0200A575;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001111;0b00000000;0x00;0
10468;0x00;Vanishment;12501;0b00010000;0xFF;0b00000100;1;4;0x0F;0;0;0x00;0x02005C78;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001111;0b00000000;0x00;0
10469;0x00;Vanquish the Foul;13590;0b00001000;0xFF;0b00100000;1;5;0x00;0;0;0x00;0x0200AE26;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
10470;0x00;Vapor Snag;11705;0b00010000;0xFF;0b00000100;1;0;0x00;0;0;0x00;0x020047CE;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001111;0b00000000;0x00;1
10471;0x00;Vaporkin;13591;0b00000010;0xFF;0b00000100;1;1;0x00;2;1;0x00;0x02004049;0b00100000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
10472;0x00;Vaporous Djinn;2648;0b00000010;0x06;0b00000100;2;2;0x00;3;4;0x00;0x02009EB3;0b00100000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000100;0b00000000;0x00;0
10473;0x00;Varchild's War-Riders;2376;0b00000010;0xFF;0b00010000;1;1;0x00;3;4;0x00;0x02002226;0b10000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;1
10474;0x00;Varolz, the Scar-Striped;13241;0b00000010;0x0E;0b00001010;2;1;0x00;2;2;0x00;0x0200A660;0b00000000;0b00000010;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b11110001;0b00000000;0x00;0
10475;0x00;Vassal Soul;12865;0b00000010;0xFF;0b00100100;2;1;0x01;2;2;0x01;0x02007820;0b00100000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
10476;0x00;Vastwood Gorger;10705;0b00000010;0xFF;0b00001000;1;5;0x00;5;6;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
10477;0x00;Vastwood Hydra;13356;0b00000010;0xFF;0b00001000;2;255;0x00;0;0;0x00;0x0200AC0A;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
10478;0x00;Vault of the Archangel;12285;0b00000001;0xFF;0b00000001;0;0;0x00;0;0;0x00;0x02004D0F;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00010000;0b00000000;0b00000000;0b00000000;0b01010001;0b00000000;0x00;0
10479;0x00;Vault of Whispers;1215;0b01000001;0x08;0b00000010;0;0;0x00;0;0;0x00;0x479E90;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00010000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;1
10480;0x00;Vault Skirge;11706;0b01000010;0xFF;0b00000010;1;1;0x01;1;1;0x01;0x02003798;0b00100000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;1
10481;0x00;Vault Skyward;11398;0b00010000;0xFF;0b00000100;1;0;0x00;0;0;0x00;0x02004440;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000100;0b00000000;0x00;3
10482;0x00;Vebulid;3938;0b00000010;0xFF;0b00000010;1;0;0x00;0;0;0x00;0x0200A2B9;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
10483;0x00;Vector Asp;11399;0b01000010;0xFF;0b00000001;0;1;0x00;1;1;0x00;0x02002CAD;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b01001000;0b00000000;0x00;1
10484;0x00;Vedalken Æthermage;9046;0b00010010;0xFF;0b00000100;1;1;0x04;1;2;0x00;0x02007465;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
10485;0x00;Vedalken Anatomist;11548;0b00000010;0xFF;0b00000100;1;2;0x00;1;2;0x00;0x02004602;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b11111000;0b00000000;0x00;3
10486;0x00;Vedalken Archmage;6823;0b00000010;0xFF;0b00000100;2;2;0x00;0;2;0x00;0x020053FE;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
10487;0x00;Vedalken Certarch;11400;0b00000010;0xFF;0b00000100;1;0;0x00;1;1;0x00;0x02004445;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b11110001;0b00000000;0x00;3
10488;0x00;Vedalken Dismisser;7997;0b00000010;0xFF;0b00000100;1;5;0x00;2;2;0x00;0x0200A980;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
10489;0x00;Vedalken Entrancer;7998;0b00000010;0xFF;0b00000100;1;3;0x00;1;4;0x00;0x020068A3;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b10001000;0b00000000;0x00;0
10490;0x00;Vedalken Heretic;10369;0b00000010;0xFF;0b00001100;2;0;0x00;1;1;0x00;0x020084BE;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
10491;0x00;Vedalken Infuser;11549;0b00000010;0xFF;0b00000100;1;3;0x00;1;4;0x00;0x02004607;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001001;0b00000000;0x00;0
10492;0x00;Vedalken Mastermind;7146;0b00000010;0xFF;0b00000100;2;0;0x00;1;2;0x00;0x02005ACF;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b01001000;0b00000000;0x00;0
10493;0x00;Vedalken Orrery;7147;0b01000000;0xFF;0b00000001;0;4;0x00;0;0;0x00;0x0200C6C2;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b11111000;0b00000000;0x00;0
10494;0x00;Vedalken Outlander;10224;0b01000010;0xFF;0b00100100;2;0;0x01;2;2;0x00;0x401000;0b00000000;0b01000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
10495;0x00;Vedalken Plotter;8155;0b00000010;0xFF;0b00000100;1;2;0x00;1;1;0x00;0x02006C9A;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
10496;0x00;Vedalken Shackles;7148;0b01000000;0xFF;0b00000001;0;3;0x00;0;0;0x00;0x02001CD6;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b00011001;0b00000000;0x00;3
10497;0x00;Veil of Birds;3939;0b00000100;0xFF;0b00000100;1;0;0x00;0;0;0x00;0x0200D374;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
10498;0x00;Veil of Birds Animated;14836;0b00000010;0xFF;0b00000100;0;0;0x00;1;1;0x00;0x401000;0b00100000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0x00;0
10499;0x00;Veilborn Ghoul;12634;0b00000010;0x02;0b00000010;1;4;0x02;4;1;0x00;0x020068A8;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
10500;0x00;Veiled Sentry;3942;0b00000100;0xFF;0b00000100;1;0;0x00;0;0;0x00;0x0200A2CD;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0x00;0
10501;0x00;Veiled Sentry Animated;14837;0b00000010;0xFF;0b00000100;0;0;0x00;16384;16384;0x00;0x0200A2D2;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0x00;0
10502;0x00;Veilstone Amulet;9047;0b01000000;0xFF;0b00000001;0;3;0x00;0;0;0x00;0x0200746A;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
10503;0x00;Vein Drinker;10093;0b00000010;0xFF;0b00000010;2;4;0x00;4;4;0x00;0x0200214F;0b00100000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b11111000;0b00000000;0x00;2
10504;0x00;Veinfire Borderpost;10370;0b01000000;0xFF;0b00010010;2;1;0x01;0;0;0x01;0x02008400;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00010000;0b00000000;0b00000000;0b00000000;0b11111000;0b00000000;0x00;0
10505;0x00;Vela the Night-Clad;12536;0b00000010;0x0E;0b00000110;2;4;0x00;4;4;0x00;0x02006605;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
10506;0x00;Venarian Gold;836;0b00000100;0xFF;0b00000100;2;255;0x00;0;0;0x00;0x02009C92;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
10507;0x00;Vendetta;4645;0b00010000;0xFF;0b00000010;1;0;0x00;0;0;0x00;0x02005188;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001111;0b00000000;0x00;0
10508;0x00;Vendilion Clique;9452;0b00010010;0x0E;0b00000100;2;1;0x01;3;1;0x01;0x02002EB5;0b00100000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001001;0b00000000;0x00;2
10509;0x00;Venerable Lammasu;14422;0b00000010;0xFF;0b00100000;1;6;0x00;5;4;0x00;0x401000;0b00100000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
10510;0x00;Venerable Monk;1181;0b00000010;0xFF;0b00100000;1;2;0x00;2;2;0x00;0x020056E7;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;1
10511;0x00;Venerated Teacher;11074;0b00000010;0xFF;0b00000100;1;2;0x00;2;2;0x00;0x0200B9D4;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
10512;0x00;Vengeance;1617;0b00001000;0xFF;0b00100000;1;3;0x00;0;0;0x00;0x0200CB6D;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001001;0b00000000;0x00;3
10513;0x00;Vengeful Archon;11186;0b00000010;0xFF;0b00100000;3;4;0x00;7;7;0x00;0x020027A3;0b00100000;0b00000000;0b00000000;0b00000000;0b00000101;0b00000000;0b00000000;0b00000000;0b00000000;0b11111000;0b00000000;0x00;2
10514;0x00;Vengeful Dead;6601;0b00000010;0x02;0b00000010;1;3;0x00;3;2;0x00;0x020095BC;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
10515;0x00;Vengeful Dreams;5896;0b00010000;0xFF;0b00100000;2;0;0x00;0;0;0x00;0x0200902B;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000100;0b00000000;0x00;0
10516;0x00;Vengeful Firebrand;9453;0b00000010;0xFF;0b00010000;1;3;0x00;5;2;0x00;0x02007C21;0b00000000;0b00000000;0b00000000;0b00000000;0b00001001;0b00000000;0b00000000;0b00000000;0b00000000;0b01000001;0b00000000;0x00;0
10517;0x00;Vengeful Pharaoh;11864;0b00000010;0x02;0b00000010;3;2;0x00;5;4;0x00;0x02003C93;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;1
10518;0x00;Vengeful Rebirth;10371;0b00001000;0xFF;0b00011000;2;4;0x00;0;0;0x00;0x020084C3;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
10519;0x00;Vengeful Vampire;12286;0b00000010;0xFF;0b00000010;2;4;0x00;3;2;0x00;0x02004C6F;0b00100000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
10520;0x00;Vengevine;11075;0b00000010;0xFF;0b00001000;2;2;0x0C;4;3;0x00;0x020025FA;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;2
10521;0x00;Venom;383;0b00000100;0xFF;0b00001000;2;1;0x00;0;0;0x00;0x0200B443;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
10522;0x00;Venom Sliver;14195;0b00000010;0xFF;0b00001000;1;1;0x00;1;1;0x00;0x0200CAFF;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
10523;0x00;Venser, Shaper Savant;9049;0b00100010;0x0E;0b00000100;2;2;0x00;2;2;0x00;0x02002D66;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00100000;0b00000000;0b00000000;0b00000000;0b00001111;0b00000000;0x00;2
10524;0x00;Venser, the Sojourner;11402;0b00000100;0xFF;0b00100100;2;3;0x09;0;0;0x01;0x020028CF;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b01000000;0b00000000;0b00000000;0b00010001;0b00000000;0x00;3
10525;0x00;Venser's Emblem;11403;0b10000000;0xFF;0b00000001;0;0;0x00;0;0;0x00;0x0200295B;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0x00;0
10526;0x00;Venser's Journal;11401;0b01000000;0xFF;0b00000001;0;5;0x00;0;0;0x00;0x0200444A;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;-2
10527;0x00;Venser's Sliver;1390;0b01000010;0xFF;0b00000001;0;5;0x00;3;3;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
10528;0x00;Vent Sentinel;11076;0b00000010;0xFF;0b00010000;1;3;0x00;2;4;0x00;0x0200C64F;0b00000000;0b00000000;0b10000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b01110000;0b00000000;0x00;0
10529;0x00;Ventifact Bottle;2649;0b01000000;0xFF;0b00000001;0;3;0x00;0;0;0x00;0x02003117;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b11111000;0b00000000;0x00;0
